baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	R2W0	R16W0	R14W0	R30W0	R8W0	R20W0	R6W0	R12W0	R18W0	R10W0	R4W0	R3W0	R17W0	R9W0	R1W0	R7W0	R29W0	R21W0	R11W0	R19W0	R23W0	Significant	Description	Symbol	KO	Phylum
280.696838271315	0.0884754432690255	0.27894129610219	0.317183022038488	0.751104731772858	0.999901608208268	256	177	616	229	439	318	227	120	77	557	334	237	340	174	221	440	280	131	349	192	397	No	23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227]	tlyA	K06442	K06442
429.285183014929	-0.0915992987295053	0.19104781120686	-0.479457462249199	0.631613222886585	0.999901608208268	240	362	580	470	515	476	397	384	371	541	458	393	628	265	368	392	440	390	443	423	427	No	NAD+ kinase [EC:2.7.1.23]	ppnK, NADK	K00858	K00858
332.519537846402	-0.0463115520334983	0.228976442790844	-0.202254657592882	0.839717645368899	0.999901608208268	303	337	290	338	442	370	266	370	293	326	322	307	354	129	278	322	379	314	367	340	363	No	transcriptional regulator of arginine metabolism	argR, ahrC	K03402	K03402
589.971288442517	-0.14157238911898	0.18989183768841	-0.745542256277934	0.45594397587544	0.999901608208268	421	419	689	627	839	675	491	490	497	1210	597	539	720	344	562	582	597	456	631	525	541	No	DNA repair protein RecN (Recombination protein N)	recN	K03631	K03631
604.628183504702	-0.0517144678581665	0.216664509129286	-0.238684536133732	0.811350208609323	0.999901608208268	424	493	776	591	798	536	411	606	653	933	666	526	831	322	360	716	749	578	508	523	565	No	tyrosyl-tRNA synthetase [EC:6.1.1.1]	YARS, tyrS	K01866	K01866
430.842127143009	0.125149993132935	0.296129613003499	0.422618973710868	0.67257328106679	0.999901608208268	78	386	668	348	593	545	205	218	132	732	626	382	751	249	526	663	548	288	555	259	613	No	manganese-transporting P-type ATPase C [EC:7.2.2.22]	ctpC	K12950	K12950
445.196824069513	-0.169205682611055	0.221834748391505	-0.76275553689376	0.445609202565009	0.999901608208268	292	353	350	386	713	624	398	487	340	694	524	425	589	282	316	523	310	362	516	384	395	No	ribulose-phosphate 3-epimerase [EC:5.1.3.1]	rpe, RPE	K01783	K01783
423.315759811139	-0.166425622790744	0.222072469583222	-0.749420327081002	0.453603903065117	0.999901608208268	326	477	681	329	546	480	386	471	284	616	454	323	497	254	325	364	351	397	373	332	485	No	recombination protein RecR	recR	K06187	K06187
532.628230296206	0.0598202571203673	0.251242659612135	0.238097531735721	0.811805449087791	0.999901608208268	645	297	765	236	604	598	506	379	258	1205	736	481	920	313	447	467	567	371	547	338	672	No	ribonuclease J [EC:3.1.-.-]	rnj	K12574	K12574
714.034256283598	-0.109030085511046	0.223150578619265	-0.488594231687255	0.625128997631145	0.999901608208268	491	673	653	718	634	550	609	919	921	778	473	654	919	614	951	442	714	833	704	523	811	No	cysteine-S-conjugate beta-lyase [EC:4.4.1.13]	patB, malY	K14155	K14155
281.539554107702	-0.0337370616196292	0.262226849510246	-0.128656015517248	0.897629840601231	0.999901608208268	252	282	352	189	210	279	241	351	261	234	394	256	321	127	245	285	229	237	296	437	231	No	preprotein translocase subunit SecG	secG	K03075	K03075
855.179242476555	0.0502494302114994	0.215933609694791	0.23270777662877	0.815988330108074	0.999901608208268	555	656	848	906	1116	984	729	694	464	713	1097	850	1347	521	749	1248	840	719	704	810	1263	No	23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]	rumA	K03215	K03215
833.413304134396	0.0833685549781081	0.23206063098186	0.359253332309628	0.719405582500647	0.999901608208268	323	789	928	641	1170	858	621	791	605	1021	914	540	1296	576	1065	1463	943	630	699	545	1046	No	ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]	pfk, pfp	K21071	K21071
641.570455297366	0.0663421578870524	0.148561934589891	0.446562291142691	0.655191127434077	0.999901608208268	478	493	944	746	721	704	691	486	648	953	678	559	642	340	681	684	663	479	798	510	770	No	fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	FBA, fbaA	K01624	K01624
892.374878907613	-0.0961862516998995	0.215762815568715	-0.445796239015368	0.655744438792522	0.999901608208268	515	778	1231	977	1165	821	591	795	589	1594	1012	641	1081	608	867	903	1318	743	814	786	779	No	Zn2+/Cd2+-exporting ATPase [EC:7.2.2.12 7.2.2.21]	zntA	K01534	K01534
429.132387865134	0.00864821674530288	0.226733228261643	0.0381426966466649	0.969573909061087	0.999901608208268	257	302	301	470	438	748	402	305	396	392	414	462	470	273	333	550	604	481	433	355	500	No	integrase/recombinase XerC	xerC	K03733	K03733
756.356690358853	-0.052744332449639	0.180559224659597	-0.292116520488369	0.770197535782231	0.999901608208268	586	520	830	540	578	936	759	485	545	1263	826	796	787	673	894	872	1062	606	820	638	933	No	integrase/recombinase XerD	xerD	K04763	K04763
554.45968921207	0.0404968758631418	0.201990760847022	0.200488753511911	0.841098352838883	0.999901608208268	433	513	492	629	578	557	335	495	550	825	577	409	795	340	588	511	644	489	622	484	640	No	DNA repair protein RadA/Sms	radA, sms	K04485	K04485
932.775194165212	-0.30114103276054	0.189338350893941	-1.59049147380198	0.111724065987371	0.999901608208268	819	849	1068	933	932	979	1239	601	800	1355	1038	810	769	800	1082	607	928	745	652	1090	1232	No	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	amiABC	K01448	K01448
595.715277955911	-0.128902938823236	0.285573499292012	-0.451382705828132	0.651713745541857	0.999901608208268	387	533	1130	823	755	500	360	813	710	901	500	347	536	423	469	224	716	553	527	654	283	No	aspartate aminotransferase [EC:2.6.1.1]	aspB	K00812	K00812
483.480985910423	-0.00676295116427237	0.297114466020773	-0.0227621066548794	0.981840034696125	0.999901608208268	151	382	756	324	462	507	186	162	168	1030	687	448	612	506	390	1018	625	329	820	308	676	No	aminotransferase [EC:2.6.1.-]	K10907	K10907	K10907
254.597342019936	-0.151749705295491	0.348759900860734	-0.435112250350385	0.663480951855142	0.999901608208268	30	188	420	192	245	365	120	111	52	698	339	203	365	197	219	389	302	173	291	263	393	No	stage IV sporulation protein A	spoIVA	K06398	K06398
222.087924369846	0.294688687150421	0.288670559016161	1.02084773783226	0.307326583115032	0.999901608208268	181	126	256	193	309	271	191	195	51	292	326	224	353	70	248	362	211	113	197	198	376	No	tRNA (adenine22-N1)-methyltransferase [EC:2.1.1.217]	trmK	K06967	K06967
1004.30791573269	0.0813099710613146	0.365741095118157	0.222315654835141	0.824068166221077	0.999901608208268	154	616	1595	785	1452	1733	613	353	202	2029	1595	794	1208	587	722	2005	1283	513	1273	932	1636	No	RNA polymerase sporulation-specific sigma factor	sigH	K03091	K03091
576.199111629919	0.288359012973247	0.238316547161989	1.20998317744694	0.226285348108918	0.999901608208268	511	400	907	842	394	559	385	841	483	876	612	432	788	282	498	527	487	422	678	576	410	No	holliday junction DNA helicase RuvB [EC:5.6.2.4]	ruvB	K03551	K03551
415.287326503191	0.019202353297347	0.215777872873471	0.0889912994397112	0.929088824726933	0.999901608208268	272	358	283	475	392	492	438	491	341	492	435	318	559	233	372	427	490	361	402	424	511	No	holliday junction DNA helicase RuvA [EC:5.6.2.4]	ruvA	K03550	K03550
313.013094961966	0.101122100984257	0.253690603354214	0.39860404621714	0.690184979746946	0.999901608208268	178	265	508	409	272	383	216	405	233	349	395	279	308	185	238	421	256	245	351	358	186	No	crossover junction endodeoxyribonuclease RuvC [EC:3.1.21.10]	ruvC	K01159	K01159
317.674201264839	-0.189277793031834	0.194407178653298	-0.973615245810384	0.330247613582832	0.999901608208268	195	298	403	253	482	305	333	336	296	409	324	325	366	219	267	395	317	222	338	294	258	No	preprotein translocase subunit YajC	yajC	K03210	K03210
537.897269543915	-0.18401110593676	0.208230861975067	-0.883687961483795	0.376864680728935	0.999901608208268	283	489	743	614	642	603	506	506	389	1038	552	418	775	415	437	473	553	397	511	478	443	No	queuine tRNA-ribosyltransferase [EC:2.4.2.29]	tgt	K00773	K00773
658.682588183776	-0.284045801632817	0.291402004178844	-0.974755827205937	0.329681393227787	0.999901608208268	237	796	435	928	939	689	238	921	824	716	739	778	699	277	429	571	509	654	562	886	491	No	HSP20 family protein	HSP20	K13993	K13993
663.795449090322	-0.266176050849013	0.241279210908166	-1.10318684252629	0.269946033980159	0.999901608208268	335	682	540	903	922	594	563	819	815	1061	628	525	893	452	597	423	617	666	522	570	437	No	S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17]	queA	K07568	K07568
712.316971297568	-0.0687685880623485	0.280396951459191	-0.245254407027165	0.806259451708647	0.999901608208268	172	671	538	765	1197	874	289	562	454	1020	827	529	1071	376	577	1284	934	572	719	713	744	No	stage II sporulation protein D	spoIID	K06381	K06381
486.40730769563	0.120883294101305	0.310104332063835	0.389814915827815	0.696673413351592	0.999901608208268	97	263	636	521	679	683	272	175	101	943	694	420	700	262	582	771	747	301	597	436	753	No	magnesium transporter	mgtE	K06213	K06213
137.638364726836	0.239811675404773	0.353085144785401	0.679189365359808	0.497017884701275	0.999901608208268	125	56	491	60	112	177	98	92	79	249	141	188	107	165	124	114	232	66	186	44	96	No	adenosylhomocysteinase [EC:3.3.1.1]	E3.3.1.1, ahcY	K01251	K01251
296.345239546938	0.260228515734709	0.357714427721497	0.727475593848043	0.466934661046577	0.999901608208268	32	214	393	220	299	572	235	86	51	467	447	188	530	196	299	493	482	142	394	260	469	No	stage II sporulation protein E [EC:3.1.3.16]	spoIIE	K06382	K06382
658.122869026084	-0.119078807542815	0.223909247140073	-0.531817283402868	0.594852551080087	0.999901608208268	447	505	600	864	880	719	534	775	510	897	736	542	731	373	495	564	783	534	580	833	593	No	UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]	murC	K01924	K01924
170.982437976197	0.281103925163059	0.401895091570748	0.699446027231648	0.484273331867324	0.999901608208268	4	95	327	130	111	209	125	54	37	273	299	219	287	86	211	304	247	126	248	134	285	No	uracil-DNA glycosylase [EC:3.2.2.27]	udg	K21929	K21929
1528.0903164886	-0.227701022361942	0.232320951807761	-0.980114021529829	0.327029838608581	0.999901608208268	638	1343	2100	1787	2645	1250	938	1964	1983	2281	1715	1217	1667	1103	1188	1120	1256	1511	1306	1270	1356	No	ATP-dependent DNA helicase RecG [EC:5.6.2.4]	recG	K03655	K03655
493.848403903827	-0.256109889617345	0.200969178222042	-1.27437397059155	0.202530912603246	0.999901608208268	204	518	483	486	610	422	479	629	358	591	421	579	499	355	532	497	601	446	463	464	606	No	DNA repair protein RadC	radC	K03630	K03630
698.218130365698	-0.0621044813355758	0.197810909861516	-0.313958827544215	0.75355230962288	0.999901608208268	656	532	992	733	682	868	572	467	458	1145	837	742	792	389	590	766	559	691	702	618	814	No	N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]	OSGEP, KAE1, QRI7	K01409	K01409
185.216509398483	-0.149484878806342	0.296106797944118	-0.504834336274015	0.613675197039646	0.999901608208268	215	153	206	66	262	244	173	52	93	344	242	153	187	137	288	123	159	112	275	172	302	No	[ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]	rimI	K03789	K03789
979.288975768388	-0.0405170587067704	0.213699131018578	-0.189598612374554	0.849623674652769	0.999901608208268	522	792	1140	1087	1561	946	646	924	837	1725	1181	704	1163	574	867	1246	1319	712	877	811	920	No	DNA polymerase I [EC:2.7.7.7]	polA	K02335	K02335
753.063923899662	-0.175838668698946	0.219450162987354	-0.801269255421237	0.422975785446734	0.999901608208268	463	654	1466	729	1123	728	611	481	527	1668	850	627	1009	389	656	692	863	498	680	704	664	No	excinuclease ABC subunit B	uvrB	K03702	K03702
75.38946713097	0.190310206042916	0.633836587938183	0.300251215635845	0.763985541679535	0.999901608208268	35	36	333	71	24	93	4	0	18	247	142	68	45	57	9	50	199	40	84	74	58	No	glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]	araM, egsA	K00096	K00096
455.350929769133	-0.0529667039222549	0.237769642773685	-0.222764787398322	0.823718574958982	0.999901608208268	406	444	516	546	598	434	306	380	556	411	596	344	434	327	393	350	615	464	359	397	350	No	undecaprenyl-diphosphatase [EC:3.6.1.27]	bcrC	K19302	K19302
914.684338566869	-0.0244099221062427	0.247015630225183	-0.0988193422577766	0.921281710760591	0.999901608208268	194	711	1276	1242	1087	1096	580	783	629	1906	1184	772	1340	502	1005	1091	798	682	801	821	1004	No	uncharacterized protein	K07137	K07137	K07137
1514.38384434049	-0.000462210633955855	0.24481496249619	-0.00188799993776135	0.998493594893805	0.999901608208268	585	1097	2613	1786	1944	1555	917	936	857	3368	2125	995	2577	823	1034	1934	1589	1022	1698	1446	1729	No	DNA gyrase subunit A [EC:5.6.2.2]	gyrA	K02469	K02469
1387.42223600869	-0.0789404840063423	0.232704126865547	-0.339231130404288	0.734435619510177	0.999901608208268	700	1246	2040	1455	1867	1544	882	1137	800	2283	1601	982	2307	769	1001	1631	1628	1126	1246	1445	1300	No	DNA gyrase subunit B [EC:5.6.2.2]	gyrB	K02470	K02470
39.6882987004797	0.053000446851771	0.783494872939331	0.067646194866517	0.946067281407994	0.999901608208268	0	36	50	0	0	49	53	31	36	102	65	86	17	20	106	28	61	0	101	36	39	No	inhibitor of the pro-sigma K processing machinery	bofA	K06317	K06317
173.857962004947	0.070634100828816	0.377099553209714	0.18730889556248	0.851418448771797	0.999901608208268	185	155	317	96	212	169	171	71	13	224	290	117	209	109	82	339	269	155	159	103	188	No	23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]	rlmA1	K00563	K00563
44.9336239195926	-0.262945524103973	0.59202822279299	-0.444143562723217	0.65693879275125	0.999901608208268	42	30	59	19	0	12	78	61	53	100	32	27	23	103	31	63	7	19	54	20	134	No	4-hydroxy-3-polyprenylbenzoate decarboxylase [EC:4.1.1.98]	ubiD	K03182	K03182
24.4446166566597	-0.325023451921372	0.719177156882832	-0.451937952715487	0.65131368216867	0.999901608208268	13	3	22	0	28	10	80	39	34	55	3	20	17	43	33	40	10	4	11	3	82	No	flavin prenyltransferase [EC:2.5.1.129]	ubiX, bsdB, PAD1	K03186	K03186
89.3388661401573	-0.480917178812156	0.637327330062038	-0.754584271108134	0.450498464129435	0.999901608208268	0	40	267	0	34	77	40	23	10	309	121	107	77	165	104	47	144	38	201	107	112	No	pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]	porB	K00170	K00170
54.1895026428346	-0.0231342917759105	0.733656713896297	-0.031532856358731	0.974844589581354	0.999901608208268	124	12	0	54	67	51	0	18	14	123	35	36	72	149	55	63	71	3	21	16	95	No	pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]	porA	K00169	K00169
263.476063052705	-0.561837333526485	0.320713939710206	-1.75183321945456	0.0798024902588402	0.999901608208268	86	294	240	400	487	177	203	350	294	623	214	165	289	193	253	182	152	285	85	207	199	No	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5	SLC13A2_3_5	K14445	K14445
217.627568634659	0.408898157122022	0.287003720260447	1.42471378681419	0.154239952179184	0.999901608208268	244	121	334	138	306	136	124	223	84	194	348	216	305	91	214	413	200	178	327	124	277	No	serine/threonine transporter	sstT	K07862	K07862
173.000735266948	0.171719010341591	0.365596800209773	0.469695058170808	0.638572899063256	0.999901608208268	17	126	320	75	181	230	125	105	31	209	265	169	223	146	150	377	245	91	232	151	312	No	AbrB family transcriptional regulator, stage V sporulation protein T	spoVT	K04769	K04769
834.406063388435	0.0284337918641115	0.165971931154647	0.171316870667835	0.863974615690762	0.999901608208268	645	604	1197	924	979	774	703	732	667	1145	851	834	1085	643	894	884	953	591	848	689	868	No	UDP-glucose 4-epimerase [EC:5.1.3.2]	galE, GALE	K01784	K01784
1162.83015946209	0.000159144495258775	0.202270867248055	0.000786789009331768	0.999372233261613	0.999901608208268	787	845	2087	1500	1492	1035	1025	910	790	2126	1315	750	1297	739	1285	1429	1025	803	1093	1046	1240	No	ribonucleoside-triphosphate reductase (formate) [EC:1.1.98.6]	nrdD	K21636	K21636
416.823082326981	0.0162931064665112	0.214034974354527	0.0761235705316244	0.939320787973661	0.999901608208268	266	387	340	488	499	359	373	484	334	539	532	362	495	257	510	594	344	327	376	328	434	No	anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]	nrdG	K04068	K04068
411.270451784969	-0.173590067041102	0.242679976425856	-0.715304449908492	0.474420939493915	0.999901608208268	314	416	317	447	521	421	282	516	350	541	494	384	570	268	387	373	243	355	361	450	331	No	dUTP pyrophosphatase [EC:3.6.1.23]	dut, DUT	K01520	K01520
545.747609237737	-0.0109884333984195	0.173861992000131	-0.0632020447482925	0.949605616563264	0.999901608208268	341	463	696	535	727	506	443	435	431	687	643	414	686	395	619	518	645	424	620	477	811	No	diaminopimelate decarboxylase [EC:4.1.1.20]	lysA	K01586	K01586
82.3869209031202	-0.561179416969939	0.506472293253168	-1.10801602465828	0.267854895341286	0.999901608208268	4	47	164	91	156	160	48	46	123	121	113	77	43	109	16	29	35	74	161	113	9	No	signal peptidase I [EC:3.4.21.89]	SEC11, sipW	K13280	K13280
395.070579619848	-0.284786059929372	0.346049226197934	-0.8229640131213	0.410528458369209	0.999901608208268	250	449	600	769	594	370	254	509	540	308	331	238	286	227	133	176	359	478	331	506	118	No	Ca-activated chloride channel homolog	yfbK	K07114	K07114
351.571705878327	0.0265777029491355	0.29666311266839	0.0895888360034974	0.92861395630887	0.999901608208268	313	385	366	408	400	310	177	453	539	154	365	240	347	206	255	272	425	378	407	406	194	No	pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.10 3.2.2.-]	ppnN	K06966	K06966
399.47777418454	0.649916671563402	0.280755487942861	2.31488501373719	0.0206192257240043	0.999901608208268	375	249	423	374	398	491	244	184	129	511	463	248	599	158	455	1139	506	214	477	229	695	Yes	2-dehydropantoate 2-reductase [EC:1.1.1.169]	panE, apbA	K00077	K00077
1165.81211644761	0.00795329869323685	0.191414323796797	0.0415501752192797	0.966857293323862	0.999901608208268	678	912	1592	1268	1644	1258	828	1341	849	1744	1334	1062	1217	790	1193	1270	1286	783	997	985	1413	No	trk/ktr system potassium uptake protein	trkH, trkG, ktrB, ktrD	K03498	K03498
868.952957734801	-0.0440403180519132	0.190480417892173	-0.231206538389912	0.817154350710617	0.999901608208268	283	775	1152	830	1039	908	610	657	577	1325	1016	845	1173	639	1028	1078	880	679	1115	685	1322	No	@	@	K07088	K07088
653.037831628339	0.15965056880696	0.234133637912652	0.681877966063643	0.495316119060338	0.999901608208268	894	488	769	596	807	648	537	609	452	753	722	542	976	334	484	890	615	459	483	611	691	No	dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]	folC	K11754	K11754
322.029277034564	-0.04968638252705	0.210692835269208	-0.23582378804464	0.813569408490603	0.999901608208268	180	352	418	281	336	387	301	326	376	270	392	332	417	215	328	300	270	234	275	342	333	No	putative pre-16S rRNA nuclease [EC:3.1.-.-]	ruvX	K07447	K07447
118.808008387775	0.188883981292975	0.371871793463594	0.507927690706841	0.611504054457481	0.999901608208268	34	93	138	75	50	175	62	44	47	321	198	61	165	96	171	178	155	44	221	118	169	No	stage III sporulation protein AH	spoIIIAH	K06397	K06397
128.838443049863	0.128342908180055	0.380077293938837	0.337675810227979	0.735607505734154	0.999901608208268	19	62	127	90	109	197	99	46	26	266	199	140	163	117	110	291	196	51	179	115	252	No	stage III sporulation protein AG	spoIIIAG	K06396	K06396
