baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	R30W7	R8W7	R14W7	R2W7	R16W7	R10W7	R4W7	R18W7	R6W7	R12W7	R20W6	R1W7	R9W7	R3W7	R17W7	R19W7	R23W7	R11W7	R21W7	R7W7	R29W7	Significant	Description	Symbol	KO	Phylum
383.357169979309	0.140469281335521	0.25061697891769	0.560493873727749	0.575142617181072	0.753354311193558	599	522	404	401	312	402	609	525	221	480	409	283	174	378	358	397	332	324	342	203	243	No	aspartate--ammonia ligase [EC:6.3.1.1]	asnA	K01914	K01914
99.8490581583622	0.952616817703674	0.378696571431109	2.51551476714906	0.0118858697871111	0.0884149644758714	46	37	215	85	62	70	217	244	47	31	173	58	105	31	245	74	62	67	54	136	109	Yes	spore coat protein JB	cotJB	K06333	K06333
130.113677546283	1.32784141290361	0.349953512590067	3.79433657652418	0.000148038747920385	0.0105888057460191	78	45	282	108	81	74	342	368	40	47	161	92	99	43	334	89	72	110	43	166	191	Yes	spore coat protein JC	cotJC	K06334	K06334
183.499794518554	1.11803769090345	0.344698361013637	3.24352482447464	0.00118060522222777	0.0306804032425683	71	71	332	119	63	158	253	412	169	57	372	312	25	94	356	208	153	161	80	313	199	Yes	putative lysine transport system substrate-binding protein	lysX1	K17073	K17073
188.555209969973	1.1626247663275	0.289421239470087	4.01706788505293	5.89267532354695e-05	0.00669904437285048	91	86	363	126	61	170	261	390	117	105	405	215	53	101	358	166	156	204	88	316	225	Yes	putative lysine transport system permease protein	lysX2	K17074	K17074
1169.52777131219	0.465617052840166	0.212651056075018	2.1895826027589	0.0285545218682062	0.140737347476156	1202	1433	1415	1304	880	560	1757	1576	511	1118	1280	1599	484	1541	1677	1389	1001	1215	748	835	1145	Yes	polar amino acid transport system permease protein	ABC.PA.P	K02029	K02029
69.8607628673109	1.07052115075067	0.544309646903436	1.96675028054497	0.049212007103864	0.187568049933013	18	29	151	53	46	28	119	73	22	0	68	323	34	58	61	58	53	96	45	31	97	Yes	aspartate/glutamate/glutamine transport system permease protein	peb1B, glnP, glnM	K10040	K10040
107.261928464065	1.00037400259363	0.319936933549984	3.12678499319724	0.00176729122023382	0.0340033628046911	52	51	192	75	46	111	201	268	49	80	197	114	28	74	228	106	73	135	52	114	96	Yes	putative lysine transport system ATP-binding protein	lysY	K17076	K17076
562.853458113877	0.321317110840293	0.190230971535577	1.68908936461064	0.0912023056730734	0.265282055822958	591	498	671	663	449	357	698	734	331	459	697	660	723	475	741	511	538	573	418	372	555	No	cysteine synthase [EC:2.5.1.47]	cysK	K01738	K01738
467.102226949987	0.0383665938538613	0.18705426784274	0.20510942784859	0.837486630670639	0.917247262163081	558	582	501	355	507	369	580	471	301	439	550	427	448	544	555	487	351	437	320	527	397	No	glutamate 5-kinase [EC:2.7.2.11]	proB	K00931	K00931
550.914303688407	0.239252651007777	0.228555861687888	1.04680164070566	0.295191073526142	0.520168711193453	719	558	503	426	364	539	707	686	278	1039	616	391	510	541	577	691	417	510	389	498	414	No	glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	proA	K00147	K00147
427.388140181968	0.190402802578	0.197486241939721	0.96413198564038	0.334979758322267	0.562327597653403	357	522	412	334	292	365	471	501	291	609	433	423	313	422	547	587	402	375	317	493	399	No	pyrroline-5-carboxylate reductase [EC:1.5.1.2]	proC	K00286	K00286
660.148792823538	0.0279748287081225	0.204023161697761	0.137115945441353	0.890939148871286	0.949797142723198	901	775	691	478	479	617	869	839	464	903	659	508	857	609	787	661	473	556	569	450	545	No	UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]	murD	K01925	K01925
752.47945064154	0.257917880777614	0.1871544551324	1.37810174272984	0.168171877589687	0.377348670171079	920	855	930	599	482	642	1258	1195	362	597	935	593	867	681	1046	738	554	762	561	638	720	No	DNA ligase (NAD+) [EC:6.5.1.2]	E6.5.1.2, ligA, ligB	K01972	K01972
363.729601227977	0.0226818260937651	0.192482980085903	0.117838086690275	0.906195950954162	0.957390759165406	436	476	307	306	317	373	517	425	254	365	397	351	318	333	431	391	330	323	304	271	313	No	transcription antitermination protein NusB	nusB	K03625	K03625
569.777174846469	0.0244645607803565	0.198863887387713	0.123021636063361	0.90208996500292	0.954169402617248	612	648	641	481	531	511	796	680	299	579	622	464	698	491	761	702	455	439	456	425	538	No	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	xseA	K03601	K03601
309.799905818936	0.0878623931202288	0.200959518157896	0.437214389871269	0.661955874821104	0.814596157615201	296	304	339	329	241	329	444	289	205	245	373	378	210	307	285	438	256	337	280	232	318	No	exodeoxyribonuclease VII small subunit [EC:3.1.11.6]	xseB	K03602	K03602
420.869257359339	-0.0583946194531606	0.204725596135293	-0.28523360320109	0.775465177542762	0.878655617363005	461	563	544	407	385	359	475	497	283	458	435	253	433	443	461	394	351	423	426	261	375	No	geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]	GGPS	K13789	K13789
912.397813054242	-0.139869736004214	0.245516820658847	-0.569695125689849	0.568884496639567	0.751870365828131	1433	1539	858	788	824	857	983	931	442	1105	816	700	1228	733	1087	731	654	756	906	502	734	No	1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]	dxs	K01662	K01662
287.362467537876	0.641688500872094	0.247977208667349	2.58769144277647	0.0096621487936608	0.078779673592492	300	316	383	340	207	127	381	484	136	144	393	353	71	350	534	352	278	305	160	236	301	Yes	23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227]	tlyA	K06442	K06442
426.545331791648	0.0132572402698186	0.183398762288167	0.0722864216988993	0.94237397034123	0.974893245196045	460	636	425	371	409	353	479	556	293	385	440	362	273	458	541	473	404	470	377	344	386	No	NAD+ kinase [EC:2.7.1.23]	ppnK, NADK	K00858	K00858
336.808747133967	0.187013878078215	0.21623043747242	0.864882299940166	0.387103393448833	0.611321427805815	277	376	393	262	314	323	331	423	211	434	379	379	147	323	421	438	350	402	266	279	257	No	transcriptional regulator of arginine metabolism	argR, ahrC	K03402	K03402
617.302587713036	-0.0121288368035415	0.198182931493055	-0.0612002088785659	0.951199763385317	0.97858649179127	674	934	641	393	437	527	898	686	399	527	664	755	798	608	888	605	514	530	506	426	507	No	DNA repair protein RecN (Recombination protein N)	recN	K03631	K03631
576.867954394323	0.0371825394501144	0.206435246524816	0.180117204188988	0.857060556500724	0.929527465343062	587	791	727	417	532	474	734	626	282	524	832	418	587	511	799	636	475	548	519	409	571	No	tyrosyl-tRNA synthetase [EC:6.1.1.1]	YARS, tyrS	K01866	K01866
438.719289663008	0.750414618253589	0.236596146941095	3.17171106949776	0.0015154369799009	0.0340033628046911	430	445	878	473	259	220	653	940	153	175	620	479	191	502	642	409	391	487	259	411	417	Yes	manganese-transporting P-type ATPase C [EC:7.2.2.22]	ctpC	K12950	K12950
445.884408377344	0.178913261186504	0.184164033324467	0.971488612389846	0.331305021112103	0.56002682977099	385	483	504	461	385	397	717	587	267	409	541	323	358	457	570	459	458	497	362	320	390	No	ribulose-phosphate 3-epimerase [EC:5.1.3.1]	rpe, RPE	K01783	K01783
448.892085526425	0.0812099641640839	0.195373992604158	0.415664147933043	0.677655779392822	0.823794229807897	610	524	479	343	389	316	552	486	284	329	529	494	580	417	612	414	394	421	399	339	423	No	recombination protein RecR	recR	K06187	K06187
511.081034107918	0.534458490518177	0.224170398973316	2.38416174912458	0.0171180765912549	0.107377025890599	420	519	794	569	360	297	842	947	267	305	905	429	284	638	886	557	402	418	276	299	561	Yes	ribonuclease J [EC:3.1.-.-]	rnj	K12574	K12574
726.813540388344	-0.0889569957257308	0.258876731325361	-0.343626850008115	0.731126929616406	0.857050372678634	833	886	504	435	697	652	497	505	553	1004	514	1027	984	622	717	514	487	806	757	1123	537	No	cysteine-S-conjugate beta-lyase [EC:4.4.1.13]	patB, malY	K14155	K14155
277.530792163699	0.217912265397216	0.183908103551114	1.1848975721543	0.23605794745294	0.461220738557529	316	237	349	300	219	240	305	317	225	236	393	278	267	231	262	351	232	273	206	239	296	No	preprotein translocase subunit SecG	secG	K03075	K03075
905.391470473201	0.344205840121998	0.210288748867645	1.63682480387308	0.10166708147712	0.284525636413592	1111	823	997	1236	645	543	1029	1067	411	997	854	890	1054	946	1407	1094	925	803	605	528	841	No	23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]	rumA	K03215	K03215
893.029437879543	0.149610944678334	0.221499278230316	0.67544664647967	0.499392037865542	0.700268723033602	881	1284	774	999	710	603	833	881	607	847	600	913	1148	869	1055	628	959	846	623	1430	802	No	ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]	pfk, pfp	K21071	K21071
628.444099821305	0.423339091732483	0.178694605196659	2.36906475865113	0.0178331306931171	0.108792971088193	796	662	692	506	385	339	818	772	529	607	609	598	507	573	816	618	481	662	491	1145	578	Yes	fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	FBA, fbaA	K01624	K01624
872.742014362047	0.284592009514222	0.19971426257177	1.42499592091952	0.154158380226793	0.362114171724058	1183	951	987	1002	731	704	1341	1156	478	882	1027	943	676	742	1046	847	627	837	733	508	728	No	Zn2+/Cd2+-exporting ATPase [EC:7.2.2.12 7.2.2.21]	zntA	K01534	K01534
427.254518029896	0.285459983976209	0.219382972785264	1.30119480264142	0.193191783840225	0.408643508947452	369	456	356	625	347	321	501	399	438	382	579	543	218	396	627	331	400	385	391	305	415	No	integrase/recombinase XerC	xerC	K03733	K03733
793.222902092848	0.395932537562315	0.200430356365055	1.97541203210346	0.0482214084673502	0.185203528489765	471	821	1178	934	482	676	1076	1026	482	658	874	757	758	691	923	564	798	751	607	1011	876	Yes	integrase/recombinase XerD	xerD	K04763	K04763
536.626752104795	0.158203121544172	0.1909086864032	0.828684773463089	0.407282804037549	0.622838964272367	664	611	593	432	453	433	574	717	297	465	739	491	469	514	773	570	463	460	487	448	503	No	DNA repair protein RadA/Sms	radA, sms	K04485	K04485
893.92320615444	0.2739299692886	0.175910455775244	1.55721254931312	0.119420029864832	0.309944581115737	832	715	1115	1099	718	678	1214	1552	802	705	1105	656	926	692	1446	864	706	806	732	777	701	No	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	amiABC	K01448	K01448
555.602966724331	0.0772674034101364	0.290698723888415	0.26579890814999	0.790394084148838	0.887530057453325	783	687	598	300	516	606	691	657	337	906	582	724	511	227	453	361	334	362	650	297	551	No	aspartate aminotransferase [EC:2.6.1.1]	aspB	K00812	K00812
492.254542373615	0.647353634645716	0.238393058458142	2.71548860873976	0.006617805302144	0.0647635144884257	448	508	704	461	245	364	803	746	92	215	544	590	401	430	882	598	476	722	246	460	648	Yes	aminotransferase [EC:2.6.1.-]	K10907	K10907	K10907
302.690921192099	0.950725481006828	0.251155820665713	3.7854009454642	0.000153460952840857	0.0105888057460191	289	258	516	390	175	137	578	554	94	142	466	330	106	307	589	341	268	273	130	251	327	Yes	stage IV sporulation protein A	spoIVA	K06398	K06398
241.153156718962	0.739100366211948	0.289738931610922	2.55091838056632	0.0107439483531995	0.0838583285222423	173	156	353	343	146	147	375	420	123	81	270	237	32	352	434	321	260	312	120	304	250	Yes	tRNA (adenine22-N1)-methyltransferase [EC:2.1.1.217]	trmK	K06967	K06967
1163.32809860059	0.932269729141955	0.248729024289106	3.74813406600409	0.000178155024565764	0.0108730141723799	992	886	1878	1715	619	642	1768	2052	277	441	1802	1446	501	1146	1874	1395	1467	1241	516	744	1393	Yes	RNA polymerase sporulation-specific sigma factor	sigH	K03091	K03091
536.051803651427	-0.0234036372628564	0.215632637255532	-0.10853476338613	0.913571506183217	0.960635679773536	511	697	499	406	468	555	860	600	281	722	607	378	526	571	630	592	470	490	457	313	466	No	holliday junction DNA helicase RuvB [EC:5.6.2.4]	ruvB	K03551	K03551
408.675278460188	0.00344658412100471	0.190357299413882	0.0181058679210983	0.985554396795645	0.995002193737682	546	347	398	332	344	404	443	425	265	373	449	367	522	358	547	562	383	402	356	309	357	No	holliday junction DNA helicase RuvA [EC:5.6.2.4]	ruvA	K03550	K03550
304.423083075813	0.0715432542913594	0.237480820634902	0.301259083154966	0.76321693928816	0.8722998501898	485	468	395	171	258	260	418	418	181	323	362	198	176	325	333	385	242	225	247	212	288	No	crossover junction endodeoxyribonuclease RuvC [EC:3.1.21.10]	ruvC	K01159	K01159
313.007081135245	0.0131231440074616	0.206127371496055	0.0636652178321343	0.949236800686303	0.978579514772433	381	402	351	307	289	324	383	301	222	231	348	366	208	331	352	351	280	285	267	197	294	No	preprotein translocase subunit YajC	yajC	K03210	K03210
514.546977872697	0.0819028105192086	0.213053977209695	0.384422819005143	0.700665090333737	0.83451507440383	769	556	523	497	507	549	677	706	354	426	674	401	368	475	679	498	425	405	451	268	458	No	queuine tRNA-ribosyltransferase [EC:2.4.2.29]	tgt	K00773	K00773
664.112184491525	-0.181741444556863	0.265848284563882	-0.683628426848815	0.494209829503104	0.695750897735379	818	1052	530	618	814	768	761	564	287	809	574	606	287	594	695	614	519	600	815	450	557	No	HSP20 family protein	HSP20	K13993	K13993
654.298483618354	-0.399070635790082	0.230136769557864	-1.73405856246601	0.082907692856094	0.255621407403766	936	1208	565	418	744	628	743	691	467	644	685	383	940	542	637	629	491	453	660	417	524	No	S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17]	queA	K07568	K07568
707.656299674818	0.185613230269283	0.206704002566187	0.897966309142223	0.369203511282671	0.591385591679201	1143	1012	787	638	547	517	919	832	329	656	689	625	517	848	1012	833	582	585	512	649	565	No	stage II sporulation protein D	spoIID	K06381	K06381
512.855940582663	0.56533079745376	0.191325741743936	2.95480781781252	0.00312863874446444	0.0444000434586762	687	404	861	694	317	336	708	894	341	301	443	503	318	557	639	599	493	493	299	375	613	Yes	magnesium transporter	mgtE	K06213	K06213
128.145235793832	-0.12894411040692	0.327623044084513	-0.393574605740057	0.693895132772047	0.832563068827032	73	84	110	59	77	98	181	72	125	40	146	133	294	118	269	211	101	114	89	141	207	No	adenosylhomocysteinase [EC:3.3.1.1]	E3.3.1.1, ahcY	K01251	K01251
347.421893020014	0.808277958299105	0.264203805454315	3.05929718502434	0.00221856949417462	0.0382703237745121	210	319	594	505	219	186	635	548	85	152	555	448	249	332	642	336	305	326	148	243	369	Yes	stage II sporulation protein E [EC:3.1.3.16]	spoIIE	K06382	K06382
637.702651571671	-0.00609153659348158	0.195735037364702	-0.0311213397227987	0.975172771273213	0.990257298087626	739	881	708	580	528	603	806	795	386	631	764	650	680	718	714	658	459	488	494	403	553	No	UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]	murC	K01924	K01924
181.594357665203	0.541945819427335	0.313516654021185	1.72860297045246	0.0838801776431654	0.257825246488439	69	78	338	140	92	137	319	428	64	113	281	105	114	238	256	360	182	328	93	77	230	No	uracil-DNA glycosylase [EC:3.2.2.27]	udg	K21929	K21929
1558.61976933225	-0.13642243380199	0.259414017809115	-0.525886900616041	0.598966790911854	0.77051371064975	2379	2612	1458	1095	1552	1536	1977	1663	777	2138	1369	1353	1648	1145	1773	1251	1215	1039	1713	866	1013	No	ATP-dependent DNA helicase RecG [EC:5.6.2.4]	recG	K03655	K03655
493.094340809729	-0.277854365796141	0.203629058319421	-1.36451235442187	0.172406368573747	0.382470957308294	613	745	508	378	515	569	523	426	546	549	487	272	370	538	422	508	426	461	465	442	369	No	DNA repair protein RadC	radC	K03630	K03630
674.960125211457	0.205437790245624	0.18662531719023	1.1008034351321	0.270982216387434	0.492626906629325	709	845	834	595	485	454	1007	852	313	581	891	560	589	771	1021	928	591	767	497	415	628	No	N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]	OSGEP, KAE1, QRI7	K01409	K01409
206.434888210781	0.917372507167175	0.259440878910333	3.53595975707527	0.0004062965811982	0.0169374887287	104	56	323	239	121	116	340	522	134	92	333	204	196	143	417	205	157	388	93	158	223	Yes	[ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]	rimI	K03789	K03789
966.532306018333	-0.0121379419826965	0.228706333056614	-0.0530721726000121	0.957674403243768	0.981829266949521	1241	1891	1033	796	696	790	1500	1195	492	985	960	767	1167	795	1294	878	764	779	771	519	840	No	DNA polymerase I [EC:2.7.7.7]	polA	K02335	K02335
712.845223992416	0.122717516679959	0.192000129074449	0.639153303029155	0.522723206958427	0.720860880168031	887	936	919	611	539	555	996	1051	401	552	937	547	647	693	949	862	546	623	617	432	713	No	excinuclease ABC subunit B	uvrB	K03702	K03702
74.0022200242372	1.0828037200672	0.522511618599422	2.0723055364197	0.0382369564384819	0.164689229888098	40	0	139	198	47	41	165	75	11	41	37	63	72	84	181	55	75	70	30	23	103	Yes	glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]	araM, egsA	K00096	K00096
450.639685542008	0.0821796216613082	0.265157137022854	0.309928001878467	0.756615708133524	0.869109088389887	565	823	443	486	426	343	538	331	320	486	590	435	259	276	348	378	431	281	450	338	526	No	undecaprenyl-diphosphatase [EC:3.6.1.27]	bcrC	K19302	K19302
977.867089089148	0.109086660794051	0.202098984536937	0.539768475551713	0.589356710006548	0.762272513128927	911	1297	1279	1064	740	762	1392	1456	407	760	1017	784	1342	978	1375	1059	748	893	669	825	818	No	uncharacterized protein	K07137	K07137	K07137
1469.61989827728	0.395999511799201	0.198751862602822	1.99243170158637	0.0463237119359358	0.181420026600561	1926	1875	2045	1381	902	1076	2234	2415	686	1199	1915	1476	1007	1534	2177	1484	1131	1347	1043	871	1397	Yes	DNA gyrase subunit A [EC:5.6.2.2]	gyrA	K02469	K02469
1381.95853991457	0.200636044559054	0.207085103259767	0.968857930390949	0.332616078096104	0.560865035133213	1322	1753	1759	1310	812	1354	2170	1943	596	1251	1823	1239	1253	1463	1806	1564	1154	1018	1043	922	1386	No	DNA gyrase subunit B [EC:5.6.2.2]	gyrB	K02470	K02470
46.1586220776808	1.24106697024882	0.624253080088168	1.98808305450978	0.0468025051610938	NA	9	0	147	19	15	31	95	143	52	28	87	18	0	31	78	53	12	79	26	41	83	Yes	inhibitor of the pro-sigma K processing machinery	bofA	K06317	K06317
179.088976995212	0.326661033458409	0.357945350697256	0.912600297285865	0.361452797921141	0.584694461309784	168	131	362	193	183	96	373	433	51	64	210	76	69	350	233	221	157	100	123	68	207	No	23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]	rlmA1	K00563	K00563
64.6249129107684	0.365443812303877	0.595309898849146	0.613871553304176	0.539300209376669	0.734535014577962	0	16	42	64	23	22	73	47	122	28	52	71	115	4	53	105	17	157	53	200	136	No	4-hydroxy-3-polyprenylbenzoate decarboxylase [EC:4.1.1.98]	ubiD	K03182	K03182
37.8106119202437	0.651620175391698	0.801225478014248	0.813279399210655	0.416057885534443	NA	0	41	8	52	0	0	46	26	64	17	16	28	91	15	14	35	13	79	3	154	113	No	flavin prenyltransferase [EC:2.5.1.129]	ubiX, bsdB, PAD1	K03186	K03186
112.302783239183	0.694759368244289	0.527155191442589	1.31794086356817	0.187523444958832	0.404783617435408	135	0	74	120	15	98	170	363	36	8	192	58	220	79	211	145	42	201	59	146	149	No	pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]	porB	K00170	K00170
50.6926661236506	2.29025951496265	0.624958175897726	3.66466045775429	0.000247666930338027	NA	28	31	62	110	3	30	85	110	0	3	71	39	0	18	92	18	34	77	13	118	139	Yes	pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]	porA	K00169	K00169
257.446181569311	-0.795904978024988	0.355560120342786	-2.23845401238383	0.0251914631549228	0.132652941507896	285	435	183	62	286	601	285	246	163	385	151	71	399	133	272	174	102	144	317	178	244	Yes	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5	SLC13A2_3_5	K14445	K14445
206.869711386235	0.0986523299162756	0.271261119275477	0.363680317252139	0.716096742889716	0.846373055240592	350	207	169	127	135	221	333	186	103	137	235	202	166	327	253	328	261	280	112	61	222	No	serine/threonine transporter	sstT	K07862	K07862
190.051321812838	1.50612943980533	0.337766728106257	4.4590817107703	8.231153981563e-06	0.00183005990190084	128	66	291	367	40	72	255	306	42	87	305	213	22	206	435	220	299	221	78	160	241	Yes	AbrB family transcriptional regulator, stage V sporulation protein T	spoVT	K04769	K04769
798.102648646961	-0.044519270004492	0.180477515088226	-0.246674883476365	0.805159846066975	0.899374378571988	932	1243	646	764	539	592	979	1091	785	623	840	625	816	731	1197	896	762	710	779	470	758	No	UDP-glucose 4-epimerase [EC:5.1.3.2]	galE, GALE	K01784	K01784
1121.17524283066	0.177142065158542	0.205518523211665	0.861927491450989	0.388727419669735	0.611321427805815	1237	1925	1283	934	661	1124	1654	1638	796	756	1465	1051	884	831	1684	838	844	939	894	1006	1097	No	ribonucleoside-triphosphate reductase (formate) [EC:1.1.98.6]	nrdD	K21636	K21636
438.369786288533	0.180589707948202	0.171090512063132	1.05552146504515	0.291186897721042	0.517924428746493	470	340	446	461	354	406	606	509	365	380	389	499	477	451	562	428	463	445	325	323	423	No	anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]	nrdG	K04068	K04068
444.943894534289	0.17788792253631	0.219183996126641	0.811591747937331	0.417025927935041	0.627420211878209	576	400	381	465	371	471	557	403	239	525	439	364	277	465	528	547	376	393	385	372	584	No	dUTP pyrophosphatase [EC:3.6.1.23]	dut, DUT	K01520	K01520
561.228898744696	0.0820739490052157	0.188920283361792	0.434436935752631	0.663971180944724	0.814596157615201	584	828	553	616	522	385	788	538	373	451	564	620	558	576	764	634	492	488	371	460	528	No	diaminopimelate decarboxylase [EC:4.1.1.20]	lysA	K01586	K01586
99.8226744767078	0.677928799630393	0.430296838620763	1.57549100709958	0.115143152609564	0.305572212694613	126	118	289	159	85	107	170	96	11	55	97	37	29	33	81	61	113	116	75	66	112	No	signal peptidase I [EC:3.4.21.89]	SEC11, sipW	K13280	K13280
351.004557345814	-0.376704362064089	0.415341998357201	-0.90697392402903	0.364420586768172	0.587595160453756	710	658	188	102	435	292	316	186	405	501	459	335	464	132	293	129	201	111	478	217	323	No	Ca-activated chloride channel homolog	yfbK	K07114	K07114
340.624969350305	-0.0358724067649975	0.254128937308161	-0.141158292105468	0.887744894165914	0.947906901401277	605	348	261	259	409	329	341	330	257	488	396	304	433	278	221	294	272	340	263	197	292	No	pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.10 3.2.2.-]	ppnN	K06966	K06966
399.724417092433	0.637910805729386	0.215814341528553	2.95583139290578	0.00311827505010603	0.0444000434586762	459	451	551	396	206	182	400	582	303	141	514	538	175	347	542	502	482	456	252	495	513	Yes	2-dehydropantoate 2-reductase [EC:1.1.1.169]	panE, apbA	K00077	K00077
1120.84058936528	0.132690245063509	0.17668236458812	0.751010126974671	0.452646561163	0.659203616366203	1042	1504	1430	968	878	743	1370	1512	697	991	1274	1159	927	1251	1727	1481	947	937	876	888	991	No	trk/ktr system potassium uptake protein	trkH, trkG, ktrB, ktrD	K03498	K03498
921.740510796847	0.300227722867056	0.176319783724695	1.70274552591234	0.0886157011201574	0.263376734841629	880	976	932	848	629	644	1210	952	437	635	1071	1229	623	1124	1180	1464	904	1552	594	888	892	No	@	@	K07088	K07088
580.82266354472	0.109892298361963	0.195843283116738	0.561123652611861	0.574713244963926	0.753354311193558	725	694	636	637	562	420	862	794	347	490	627	510	442	735	805	692	484	451	435	374	454	No	dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]	folC	K11754	K11754
333.218406765886	0.395546051773753	0.220758106299654	1.79176229767456	0.0731710505640663	0.23860244199947	331	270	506	309	274	237	467	420	234	374	307	330	116	378	414	323	362	324	312	247	369	No	putative pre-16S rRNA nuclease [EC:3.1.-.-]	ruvX	K07447	K07447
159.14934036308	1.13601806040783	0.331878818383872	3.42299055402156	0.000619362295820536	0.0190668300605676	45	117	283	279	48	92	316	304	29	58	224	236	116	127	281	141	134	168	60	154	198	Yes	stage III sporulation protein AH	spoIIIAH	K06397	K06397
164.146321937696	1.08924143027581	0.30182690290032	3.60882817207164	0.00030758324432672	0.0146699847633875	132	95	253	297	81	65	203	258	34	60	198	235	119	176	249	167	202	145	50	228	201	Yes	stage III sporulation protein AG	spoIIIAG	K06396	K06396
